name,location_name,category_name,address,city,state,zip_code,violations,current_demerits,inspection_demerits,current_score,inspection_score,current_grade,inspection_grade,business_id,neighborhood,rating,review_count,accepts_insurance,ages_allowed,alcohol,ambience,byob,byob_corkage,best_nights,bike_parking,business_accepts_bitcoin,business_accepts_creditcards,business_parking,byappointmentonly,caters,coat_check,corkage,dietary_restrictions,dogs_allowed,drive_thru,good_for_dancing,good_for_kids,good_for_meal,hair_specializes_in,happy_hour,has_tv,music,noise_level,open_24_hours,outdoor_seating,restaurants_attire,restaurants_counter_service,restaurants_delivery,restaurants_good_for_groups,restaurants_price_range2,restaurants_reservations,restaurants_table_service,restaurants_takeout,smoking,wheelchair_accessible,wifi,accepts_apple_pay,accepts_google_pay,gender_neutral_restrooms,good_for,good_for_working,has_gluten_free_options,has_pool_table,liked_by_vegans,liked_by_vegetarians,offers_military_discount,waiter_service
Felipito's Mexican Food,FELIPITO'S MEXICAN FOOD,Restaurant,5095 S Decatur Blvd,Las Vegas,Nevada,89118,142,6,285,95,84.34782609,A,B,G8LBVca1vOBKYeMCMpajGA,Null,3.5,71,Null,Null,0,2,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,4,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0,No,No,Null,"Breakfast, Lunch, Dinner, Late Night",Null,Null,Null,Null,Null,Null,Null
Sushi Factory,Sushi Factory,Restaurant,6120 W Tropicana Ave A-11,Las Vegas,Nevada,89103,32,100,105,95,89,A,B,YnrJNjZsLIhvldYHtkxKrA,Null,3,93,Null,Null,1,1,Null,Null,"Thu, Fri, Sat",Yes,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Yes,1,Null,1,Null,0,0,Null,0,1,2,1,1,1,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Carmine's Pizza Kitchen,Carmines Pizza Kitchen,Restaurant,2211 S Maryland Pkwy,Las Vegas,Nevada,89104,50,50,105,95,91,A,A,AQKOuwrOCacAhd-jfFMABA,Downtown,2.5,19,Null,Null,1,1,Null,Null,Null,Yes,Null,1,1,Null,Yes,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,1,1,2,No,1,1,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Baja California Restaurant & Cantina,Baja California Restaurant & Cantina,Restaurant,1050 S Rampart Blvd,Las Vegas,Nevada,89145,7,21,21,95,95,A,A,8pLlsYgvrC5SJL1Con8FYw,Westside,3.5,26,Null,Null,2,0,Null,Null,Null,Yes,Null,1,1,Null,No,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,1,0,Null,0,1,2,1,1,Yes,Null,Null,Free,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Red Ribbon Bakeshop,RED RIBBON - SEAFOOD CITY SUPERMARKET,Snack Bar,3890 S Maryland Pkwy,Las Vegas,Nevada,89119,24,3,44,95,95,A,A,9GPTELAPPpT5vUxad9AoCw,Eastside,4,47,Null,Null,0,2,Null,Null,Null,1,0,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,3,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,1,No,Yes,Null,Dessert,Null,Null,Null,Null,Null,Null,Null
Vit's Pizza,Vit's Pizza,Restaurant,3390 Novat St,Las Vegas,Nevada,89129,30,72,60,95,95,A,A,JCiglfoF09JqfR_gn6XYcA,Northwest,2.5,18,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,No,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,0,Null,0,0,Null,1,1,2,0,0,1,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Yogurtland,Yogurtland,Restaurant,6587 S Las Vegas Blvd B188,Las Vegas,Nevada,89119,34,8,65,95,93.33333333,A,A,8eSmXnZG0N1GRsqiFeU9uA,Southeast,4,150,Null,Null,Beer & Wine Only,Casual,Null,Null,Null,1,Null,1,4,Null,0,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,Yes,Null,Quiet,Null,No,Casual,Null,Yes,Yes,1,Null,Null,1,Null,1,1,No,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null
Grouchy John's Coffee,Grouchy John's Coffee Mobile,Restaurant,8520 S Maryland Pkwy,Las Vegas,Nevada,89123,18,24,30,95,95,A,A,ybHlmdUHLPKfv85bRK4Wtw,Southeast,4.5,1014,Null,Null,0,3,Null,Null,Null,1,0,1,1,0,1,Null,Null,Null,1,Null,Null,1,1,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,1,Yes,No,Yes,"Breakfast, Dessert",Yes,Null,Null,Null,Yes,Yes,No
Dee's Donuts,Dee's Donuts,Restaurant,4135 S Buffalo Dr B102,Las Vegas,Nevada,89147,39,21,76,95,90.71428571,A,A,r-KT6NlBbfxR_L3t98qiDQ,Spring Valley,4,14,Null,Null,Beer & Wine Only,Casual,Null,Null,Null,Yes,Null,1,1,Null,No,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,No,Null,Average,Null,No,Casual,Null,No,Yes,1,No,Null,Yes,Null,1,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Diamond Chinese Restaurant,Sonny's Saloon - Diamond Chinese,Restaurant,3449 Industrial Rd,Las Vegas,Nevada,89109,132,57,232,95,89.70588235,A,B,iRFaq249LVEFGeXLzPULnQ,Null,4,124,Null,Null,2,1,Null,Null,Null,1,No,1,1,Null,1,Null,Null,Null,No,Null,Null,1,2,Null,Null,0,Null,0,Null,0,0,Null,0,1,2,0,1,1,Null,1,0,No,No,Null,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,Yes
Blue Diamond Saloon,Blue Diamond Saloon,Bar / Tavern,6935 Blue Diamond Rd,Las Vegas,Nevada,89178,21,54,45,95,95,A,A,X6TD8xLS_KMneyOGquOSVQ,Southwest,3.5,30,Null,Null,2,1,Null,Null,3,1,No,1,0,Null,Yes,0,Null,Null,Null,Null,0,Null,Null,Null,1,1,1,1,Null,0,Null,Null,Yes,1,1,0,Null,Yes,1,Null,Null,No,Null,Null,Null,Null,Null,Yes,Null,Null,Null,Null
Joe's New York Pizza,JOE'S NEW YORK PIZZA,Restaurant,7580 Las Vegas Blvd,Las Vegas,Nevada,89123,25,13,53,95,95,A,A,64o_nYvzIKwHFOSYSEm-qw,Southeast,3.5,279,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,1,1,2,0,0,1,Null,1,0,No,Null,Null,"Lunch, Dinner",Null,Null,Null,Null,Yes,Null,Null
Farmer Boys,Farmer Boys,Restaurant,5847 S Decatur Blvd,Las Vegas,Nevada,89118,25,88,64,95,86.36363636,A,B,tXqaK0lBEE1XJbzDPsdFvg,Spring Valley,3.5,253,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,1,Null,1,4,Null,Null,0,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,1,No,Yes,Yes,"Breakfast, Brunch, Lunch, Dinner",Null,Yes,Null,Yes,Yes,Null,Null
Farmer Boys,Farmer Boys,Restaurant,5847 S Decatur Blvd,Las Vegas,Nevada,89118,25,88,64,95,86.36363636,A,B,2HxaDXZmAOH6LiuzGgNdPA,Spring Valley,3,196,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,1,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,1,No,Null,Null,"Lunch, Dinner",Null,Null,Null,Yes,Yes,Null,No
Viet Bistro,Viet Bistro,Restaurant,7175 W Lake Mead Blvd 125,Las Vegas,Nevada,89128,70,88,133,95,91.15384615,A,A,5T0h9YCsXiDZyBsVIN9gcg,Null,3.5,343,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,1,1,Null,Null,0,No,No,Null,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,Null
Bangkok 9,Bangkok 9,Restaurant,3175 N Rainbow Blvd,Las Vegas,Nevada,89108,34,18,119,95,78.88888889,A,C,fDpiXePaeKqbOfoxXxUKyw,Northwest,2.5,13,Null,Null,1,1,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,1,Null,0,Null,0,0,Null,1,1,2,Yes,1,1,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Indian Curry Bowl,Indian Curry Bowl,Restaurant,5643 Centennial Center Blvd,Las Vegas,Nevada,89149,6,24,18,95,95,A,A,zd4UKCoCc6P1305dummwyQ,Northwest,3,43,Null,Null,0,1,Null,Null,Null,Null,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,0,Null,0,0,Null,0,1,2,1,1,1,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Yunnan Garden,CTR@SPR MTN-Yunnan Garden,Restaurant,3940 Schiff Dr,Las Vegas,Nevada,89103,104,160,305,95,88,A,B,dVhGY-mNwTWQzK01Zxuclw,Chinatown,3.5,291,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,No,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,2,0,1,1,Null,1,0,No,No,Yes,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,Null
Ramen Sora,Ramen Sora,Restaurant,4490 Spring Mountain Rd,Las Vegas,Nevada,89102,135,86,268,95,89.76190476,A,B,4k3RlMAMd46DZ_JyZU0lMg,Chinatown,4,1291,Null,Null,1,1,Null,Null,Null,0,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,1,1,Null,Null,0,No,No,Null,"Lunch, Dinner",Null,Null,Null,Null,Yes,Null,Yes
Mad Hatter Cupcakes,Mad Hatter Cupcakes,Restaurant,4195 S Grand Canyon Dr,Las Vegas,Nevada,89147,24,91,30,95,94.16666667,A,A,U_svUGP1XhMTC0_GTZXpGA,Spring Valley,4,220,Null,Null,No,Casual,Null,Null,Null,1,0,1,1,Null,1,Null,Null,Null,0,Null,Null,Yes,Null,Null,Null,Yes,Null,Average,Null,Yes,Null,Null,0,Yes,2,No,Null,1,Null,1,No,No,Null,Yes,Null,Null,Null,Null,Null,Null,Yes,Null
Playas De Cancun,Playas De Cancun,Restaurant,3513 E Charleston Blvd,Las Vegas,Nevada,89104,142,36,319,94.58333333,88.75,A,B,lmNpuLiA6Jtn3lL2Ec43Qw,Downtown,3.5,13,Null,Null,0,0,Null,Null,"Mon, Fri, Sat",0,Null,1,Private Lot,Null,Yes,Null,Null,Null,Null,0,No,1,0,Null,Null,1,Null,0,Null,0,0,Null,0,1,1,0,Null,1,Null,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Bentley's Coffee,Bentleys Coffee,Restaurant,1501 W Charleston Blvd,Las Vegas,Nevada,89102,14,60,40,85,91.66666667,B,A,ezuzSOrWu3KhFKTtVAMWlQ,Downtown,4.5,19,Null,Null,Beer & Wine Only,Casual,Null,Null,Null,Yes,Null,1,1,Null,Yes,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,No,Null,Quiet,Null,1,Casual,Null,Yes,Yes,1,Yes,Null,Yes,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Aloha Island Grill,Aloha Island Grill,Restaurant,2267 N Rampart Blvd,Las Vegas,Nevada,89128,5,10,10,95,95,A,A,0IbboCQAEQlROAv5PKKO_Q,Summerlin,4.5,17,Null,Null,0,Casual,Null,Null,Null,Null,Null,1,1,Null,No,Null,Null,Null,Null,Null,Null,1,2,Null,Null,No,Null,Average,Null,0,0,Null,0,1,1,0,0,1,Null,1,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Mandarin Express,Mandarin Express,Restaurant,7720 S Jones Blvd,Las Vegas,Nevada,89139,22,8,44,95,90,A,A,oQwadWTYQWahuj9N-68yPA,Southwest,4,7,Null,Null,No,0,Null,Null,Null,Null,Null,Yes,0,Null,Yes,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,Yes,Null,Average,Null,No,0,Null,Yes,Yes,1,No,Null,1,Null,Null,Free,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Maru Korean BBQ & Sushi,Maru Korean BBQ & Sushi,Restaurant,2025 Village Center Cir,Las Vegas,Nevada,89134,20,0,44,95,93.33333333,A,A,MQiNywdecInMlkW06WYaCg,Summerlin,3.5,73,Null,Null,2,1,Null,Null,Null,Yes,Null,1,1,Null,Yes,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,0,Null,1,0,Null,0,1,2,1,1,1,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Moxie Java,Moxie Java,Restaurant,321 S Casino Center Blvd,Las Vegas,Nevada,89101,3,8,8,95,95,A,A,BthL-DpmauWs0-tDewBWug,Downtown,4,4,Null,Null,No,Casual,Null,Null,Null,Yes,Null,1,0,Null,Yes,Null,Null,Null,No,Null,Null,Yes,Null,Null,Null,Yes,Null,Average,Null,1,Casual,Null,Yes,Yes,1,No,Null,Yes,Null,Yes,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Sushi House Goyemon,Sushi House Goyemon,Restaurant,5255 S Decatur Blvd,Las Vegas,Nevada,89118,96,66,231,95,88.33333333,A,B,JyxHvtj-syke7m9rbza7mA,Null,3.5,1750,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,0,1,1,Null,Null,0,No,Yes,Null,"Dinner, Late Night",Null,Null,Null,Null,Null,Null,Null
Pizza My Dear,Pizza My Dear,Restaurant,1725 E Warm Springs Rd,Las Vegas,Nevada,89119,37,86,80,95,95,A,A,GxfgOFgUhv2rfr3FXVWfCg,Southeast,4,194,Null,Null,0,1,Null,Null,Null,0,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,0,Null,0,0,Null,1,1,1,0,0,1,Null,1,0,Yes,Yes,Null,"Lunch, Dinner",Null,Yes,Null,Null,Null,Null,Null
Capriotti's Sandwich Shop,Capriotti's Sandwich Shop,Restaurant,11350 Southern Highlands Pkwy,Las Vegas,Nevada,89141,67,133,146,95,91.66666667,A,A,Asy49gKgikq_NkYsC_7c0Q,Southwest,2.5,107,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Yes,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,0,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Torrey Pines Pub,Torrey Pines Pub,Bar / Tavern,6374 W Lake Mead Blvd,Las Vegas,Nevada,89108,25,57,43,95,95,A,A,fzpnaYOqBDjKnnAgFcgR8A,Null,4.5,44,Null,Null,2,0,Null,Null,3,1,Null,1,1,Null,1,0,Null,Null,0,Null,0,0,3,Null,1,1,0,1,Null,0,0,Null,0,1,2,0,1,1,1,1,1,No,Null,Null,"Breakfast, Lunch, Late Night",Null,Null,Yes,Null,Null,Null,Null
Thai Taste,Thai Taste,Restaurant,240 S Rainbow Blvd,Las Vegas,Nevada,89145,44,30,70,95,94.16666667,A,A,1nM-ES-xVqL0yQGTCwtd-Q,Westside,3.5,59,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,0,Null,0,0,Null,1,1,1,1,1,1,Null,1,0,Null,Null,Null,"Lunch, Dinner",Null,Null,Null,Null,Yes,Null,Null
Woo Che,Woo Che,Restaurant,4711 Spring Mountain Rd,Las Vegas,Nevada,89102,46,14,106,95,87.85714286,A,B,07gh-AImcEcWQ2bew-jprg,Chinatown,3.5,103,Null,Null,1,1,Null,Null,Null,No,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,2,1,1,0,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Jimmy's NYC Pizzeria,Jimmy's NYC Pizzeria,Restaurant,8505 S Eastern Ave 103,Las Vegas,Nevada,89123,14,8,41,95,92.5,A,A,n0yMrpye4tLpmaTSzXRGuw,Southeast,3.5,10,Null,Null,0,1,Null,Null,Null,Yes,Null,1,1,Null,1,Null,Null,Null,0,Null,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,1,1,2,0,0,1,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
La Flor De Michoacan Restaurant,La Flor De Michoacan,Restaurant,6055 E Lake Mead Blvd D,Las Vegas,Nevada,89156,27,30,49,95,94,A,A,TUpyKJFqL_ySZMo54pT-Sw,Sunrise,3.5,48,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0,No,Null,Null,Dessert,Null,Null,Null,Null,Null,Null,No
Polaris Street Cafe,POLARIS STREET CAFE,Restaurant,3635 S POLARIS Ave,Las Vegas,Nevada,89103,68,84,155,95,91,A,A,yo8yB3hdqvbvj8huzXpKWQ,Chinatown,4.5,147,Null,Null,0,1,Null,Null,Null,1,Null,1,2,Null,1,Null,Null,Null,0,Null,Null,1,3,Null,Null,1,Null,1,Null,0,0,Null,1,1,1,0,1,1,Null,1,1,No,Null,Null,"Breakfast, Brunch, Lunch",Null,Null,Null,Null,Null,Null,Yes
Saffron Flavors of India,Saffron Flavors of India,Restaurant,4450 N Tenaya Way S120,Las Vegas,Nevada,89129,69,112,164,95,89.70588235,A,B,t4bBKVXbr8bIN9nEJIobYg,Northwest,4,315,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,0,Null,0,0,Null,0,1,2,0,1,1,Null,1,0,No,Null,Null,Dinner,Null,Null,Null,Yes,Yes,Null,Null
Four Sevens Sports Bar & Restaurant,Four Sevens Sports Bar & Restaurant,Restaurant,7777 W Sahara Ave,Las Vegas,Nevada,89117,45,9,80,95,91,A,A,w0ArxcJ0XsyK1ZwrIf3gpA,Westside,4,75,Null,Null,2,2,Null,Null,3,0,Null,1,1,Null,0,0,Null,Null,Null,Null,0,0,1,Null,1,1,1,1,Null,0,0,Null,0,1,1,0,1,1,1,Null,1,Yes,Null,Null,Dinner,Null,Null,Yes,Null,Null,Null,Null
Sedona Lounge,Sedona Restaurant/Lounge,Bar / Tavern,9580 W Flamingo Rd,Las Vegas,Nevada,89147,26,0,45,95,93.75,A,A,RQu_Bv7EFf5NKMnh_3E7Ag,Spring Valley,3.5,238,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,0,Null,Null,0,2,Null,Null,1,Null,1,Null,1,0,Null,0,1,2,1,1,1,Null,1,1,Null,Null,Null,"Dinner, Late Night",Null,Null,Null,Null,Null,Null,Null
Los Tacos,Los Tacos,Restaurant,1710 E Charleston Blvd,Las Vegas,Nevada,89104,93,135,256,95,88.88888889,A,B,QteBKpZTRa2dJ3u7MLiXww,Downtown,4,262,Null,Null,0,1,0,0,Null,1,Null,1,2,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,0,No,No,Null,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,Null
Little Italy Pizza,Little Italy Pizza,Restaurant,3711 S Valley View Blvd H,Las Vegas,Nevada,89103,74,68,135,93.33333333,89.16666667,A,B,5gv6AqHXfi3gJV4fb432Vw,Chinatown,3.5,127,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,Null,0,No,Null,Yes,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,No
Capriotti's Sandwich Shop,Capriotti's Sandwich Shop,Restaurant,7240 W Azure Dr 155,Las Vegas,Nevada,89130,45,153,103,95,93.125,A,A,5TY-YMiAXgBjmP_y4AiXhg,Northwest,3.5,17,Null,Null,0,0,Null,Null,Null,0,Null,1,1,Null,1,Null,Null,Null,Yes,Null,Null,1,3,Null,Null,0,Null,2,Null,0,0,Null,0,1,1,0,0,1,Null,Yes,0,No,No,Null,Null,Null,Null,Null,Null,Yes,Null,Null
Capriotti's Sandwich Shop,Capriotti's Sandwich Shop,Restaurant,7240 W Azure Dr 155,Las Vegas,Nevada,89130,45,153,103,95,93.125,A,A,217u7Wad7y90x4el26-TIw,Centennial,4,84,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,Null,0,Null,Null,Yes,Lunch,Null,Null,Null,Null,Null,Null,Null
Siam Garden,Siam Garden,Restaurant,3297 N Las Vegas Blvd,Las Vegas,Nevada,89115,46,133,108,95,92.33333333,A,A,6hsXF2bRmrstSmwuHwI-kw,Null,4.5,114,Null,Null,0,1,Null,Null,Null,0,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,1,1,Null,1,0,No,No,Null,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,Yes
Vegas Express Sushi,Glazier's - Vegas Express Sushi,Restaurant,8525 W Warm Springs Rd,Las Vegas,Nevada,89113,35,0,79,95,93,A,A,vRFYqRz5F41ici5IOO2_pg,Southwest,4.5,21,Null,Null,No,0,Null,Null,Null,0,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,Quiet,Null,0,0,Null,0,0,1,0,0,1,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Port of Subs,Port of Subs,Restaurant,1220 E Harmon Ave,Las Vegas,Nevada,89119,7,8,51,95,87.5,A,B,TSNvD7vyrknurZ8H05iyVQ,Southeast,2.5,14,Null,Null,No,0,Null,Null,Null,Yes,Null,1,Private Lot,Null,No,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,Average,Null,No,0,Null,0,0,2,0,Null,1,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Port of Subs,Port of Subs,Restaurant,1220 E Harmon Ave,Las Vegas,Nevada,89119,7,8,51,95,87.5,A,B,k1l25o628GYC9BrnRzv1Tw,Spring Valley,3.5,40,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,0,Null,Null,1,1,Null,Null,0,Null,0,Null,1,0,Null,1,1,1,0,0,1,Null,1,1,Yes,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null
Port of Subs,Port of Subs,Restaurant,1220 E Harmon Ave,Las Vegas,Nevada,89119,7,8,51,95,87.5,A,B,Ub8goFppwZkOGTpfoWF4JA,Southeast,4,29,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,0,Null,0,0,Null,1,1,1,0,0,1,Null,1,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Red Shrimp Company,Red Shrimp Company,Restaurant,4060 S Jones Blvd,Las Vegas,Nevada,89103,67,128,175,95,88.125,A,B,c2l80imPWR8V6gIEM02XPg,Null,3,61,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,0,Null,0,0,Null,1,0,1,0,0,1,Null,1,0,No,No,Null,"Lunch, Dinner",Null,Null,Null,Null,Null,Null,Null
Salcianu Bistro,Salcianu Bistro,Snack Bar,2110 E Flamingo Rd,Las Vegas,Nevada,89119,43,73,116,95,91.36363636,A,A,BUoV8s0j22KD_PzLm8BlkA,Eastside,4.5,3,Null,Null,Beer & Wine Only,Casual,Null,Null,Null,Yes,No,Yes,Private Lot,Null,Yes,Null,Null,Null,Yes,Null,Null,0,Null,Null,Null,Yes,Null,Average,Null,Yes,Null,Null,No,0,Null,0,Null,Yes,Null,Yes,Free,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
The Teriyaki Company,"Teriyaki Company, The",Restaurant,719 N Nellis Blvd,Las Vegas,Nevada,89110,56,33,130,95,79.54545455,A,C,LA9KIu-g3VaoFQsYHL2yRA,Sunrise,3.5,11,Null,Null,0,0,Null,Null,Null,Yes,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,0,0,Null,Null,0,Null,0,Null,0,0,Null,0,1,1,0,1,1,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Baguette Cafe,Baguette Cafe,Restaurant,8359 W Sunset Rd 100,Las Vegas,Nevada,89113,67,47,143,95,91.42857143,A,A,hIUKufhwR6Ifn7bi0-phLA,Spring Valley,4.5,1146,Null,Null,0,1,Null,Null,Null,1,Null,1,1,0,1,Null,Null,Null,1,Null,Null,1,3,Null,Null,0,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,1,No,No,Yes,"Breakfast, Brunch, Lunch",Yes,Null,Null,Yes,Yes,Null,Null
Yogurtland,Yogurtland,Restaurant,7290 W Lake Mead Blvd,Las Vegas,Nevada,89128,16,24,36,95,95,A,A,bG-JFEQjr0pAcgdz7eHkZw,Null,4.5,99,Null,Null,No,Null,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,No,Null,Average,Null,No,Null,Null,No,Yes,1,No,Null,1,Null,Null,0,No,No,Null,Null,Null,Null,Null,Null,Yes,Null,Null
Palm Pizza,Palm Pizza,Restaurant,3411 E Charleston Blvd,Las Vegas,Nevada,89104,90,62,170,95,87.89473684,A,B,ROZCc1XMuAJpyhvTxotQ6w,Downtown,2.5,40,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,1,Null,0,0,Null,1,0,1,0,0,1,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Sorrento Pizza,Sorrento Pizza,Restaurant,860 N Rainbow Blvd,Las Vegas,Nevada,89107,85,5,195,95,83.88888889,A,B,dFmaYj3_cZpmEaL4WSOkPg,Null,3,88,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,4,Null,Null,0,Null,0,Null,0,0,Null,1,1,2,0,1,1,Null,Null,0,Yes,Null,Null,"Lunch, Dinner, Late Night, Dessert",Null,Null,Null,Null,Null,Null,Null
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,6475 S Pecos Rd,Las Vegas,Nevada,89120,47,107,99,95,85.41666667,A,B,UANNbspNsQEFUay5nALZYw,Southeast,3,54,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,0,Null,1,3,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0,No,No,Null,"Breakfast, Dinner, Late Night",Null,Null,Null,Null,Null,Null,Null
